autor,link,descricao,enviado,estrelas
"Lucas","https://github.com/LucasReisss/Gemini_Sistema_Doa","Este projeto demonstra um sistema de busca de locais de doação usando embeddings de texto gerados pelo Google Gemini e uma interface interativa com ipywidgets. Imagine um lugar onde você pode ajudar quem precisa com a mesma facilidade com que faz uma pesquisa na internet. É exatamente isso que este sistema oferece! Quer doar roupas? Basta digitar Onde posso doar roupas em São Paulo? e uma lista de locais que acolhem esse tipo de doação, aparece na tela. Simples e rápido, como um passe de mágica, você encontra o lugar ideal para fazer a sua doação e contribuir para um mundo melhor. E não para por aí! Precisa de ajuda e não sabe onde encontrar? O sistema também te ajuda a encontrar o apoio que você precisa. Digamos que você precise de alimentos. É só perguntar: Onde posso receber alimentos em São Paulo?. Uma lista completa com locais que oferecem esse tipo de ajuda surge na tela, com endereços e horários de funcionamento, para que você possa ter acesso a esse suporte de forma rápida e fácil.","Sat, 11 May 2024 13:46:00 GMT","4"
"Mardônio Adofo de Araújo Maia","https://github.com/mmaia2022/CearensesChatBot","Um tradutor e explica com exemplos e uso formal do cearensês, linguagem típica do povo do Ceará.","Sat, 11 May 2024 13:47:00 GMT","3"
"Rafael de Souza Rodrigues","https://github.com/RafaRodri/projeto-imersao-ia","O objetivo principal deste projeto não foi necessariamente criar algo revolucionário, mas sim aplicar ao máximo o conhecimento transmitido a nós pelo Paulo Silveira, Fabrício Carraro, Luciano Martins e Ana Raquel ao longo dessa semana. Assim, foi criado uma assistente virtual chamada Ana Maria, que interage por meio de um chatbot com o usuário. Ela tem a habilidade de conhecer os ingredientes preferidos do usuário e discutir sobre eles, antes de buscar em nosso vasto livro de receitas aquela que mais o agradará. A busca pela receita ideal é realizada utilizando o Gemini para traduzir (já que nosso livro de receitas está em inglês) e criar os embeddings, conforme nos foi ensinado durante a Imersão. Por fim, a apresentação é feita de forma descontraída, com uma dedicatória ao usuário e a toda a equipe da Alura, FIAP e Google, que nos possibilitou transformar algo aparentemente impossível em realidade em apenas uma semana.","Sat, 11 May 2024 13:47:00 GMT","3"
"Frederico Bethônico Monteiro","https://github.com/FredBethonico/GerarNPC_T20RPG_IA/tree/main","Gerador aleatório de NPC para RPG Tormenta20, com uma introdução imersiva em primeira pessoa contando sobre sua própria história gerada por IA. Uma ferramenta para auxiliar mestres de RPG a criar ou improvisar durante uma sessão.","Sat, 11 May 2024 13:48:00 GMT","3"
"Gabriel José dos Santos","https://github.com/Toxones/Imers-oIA_Alura_Luro","Luro o novo assistente da Luri, ele ajuda a Luri a auxiliar os clientes da Alura a escolher a melhor escola dentro do portifólio da Alura para a área em que o cliente tem interesse de estudar. A base de dados foi retirada do proprio site da Alura, ele é um assistente de marketing para a Alura conversar com seus clientes e além disso ele oferece uma promoção especial de 10% para todos que fecharem o curso pelo chat.","Sat, 11 May 2024 13:49:00 GMT","10"
"Lucas Palma Stabile","https://github.com/Hilgo/Projeto_ImersaoAIGen7/tree/main","Um chatbot treinado com o livro de regras do jogo Gen7, para ajudar como jogar e tirar dúvidas sobre o jogo","Sat, 11 May 2024 13:49:00 GMT","2"
"Rafael da Silva Almeida","https://github.com/RafaelGit11/Chat-Pessoal-Financeiro-Gemini.git","Conheça o Gemini, seu assistente de finanças pessoais. Utilizando a regra 50-30-20, ele ajuda a gerenciar suas finanças: 50% para necessidades, 30% para desejos e 20% para poupança e dívidas. Organize seu orçamento de forma inteligente e segura!","Sat, 11 May 2024 13:50:00 GMT","3"
"Otaviano Cruz","https://github.com/0t4v14n0/gemini-whatsapp-chatbot","Chat bor para multiplas resposta por whatsap com foco em inclusão e praticidade para o usuario.","Sat, 11 May 2024 13:51:00 GMT","2"
"angelo luiz","https://github.com/angelo-ops/chat-anti-plagio/blob/main/verifik%20plagio.ipynb","O bot antiplágio é um programa que usa IA para ajudar na detecção de plágio em textos. Ele funciona como um chatbot, permitindo que os usuários conversem normalmente. Quando solicitado, o bot verifica o texto fornecido na web e fornece possíveis fontes de plágio.","Sat, 11 May 2024 13:51:00 GMT","3"
"Bernardo Zoehler","https://github.com/zoehlerbz/alura-imersao-ia/tree/main","O Lembrete de Regar Plantas é uma ferramenta inteligente e fácil de usar que utiliza tecnologias do Google para ajudá-lo a manter suas plantas saudáveis e felizes. Com base em análise de imagens de plantas pelo modelo Gemini, o aplicativo gera lembretes personalizados de rega diretamente na ferramente Google Calendar, garantindo que você nunca mais esqueça de cuidar das suas plantinhas. Mantenha seu espaço verde sempre vibrante e exuberante com este aplicativo indispensável para todos os amantes de plantas!","Sat, 11 May 2024 13:57:00 GMT","2"
"Thiago Medeiros Barros","https://github.com/tmedeirosb/gemini-youtube-alura/","Este projeto utiliza o Google Gemini para localizar respostas específicas em vídeos do YouTube. Dado um link de vídeo do YouTube, o sistema: Recupera a transcrição do vídeo. Permite que o usuário faça perguntas sobre o conteúdo do vídeo. Utiliza o Gemini para analisar a transcrição e identificar o momento exato no vídeo onde a resposta à pergunta é dada. Retorna o timestamp (tempo) e o trecho da transcrição que contém a resposta. Fornece um link para o momento exato no vídeo do YouTube.","Sat, 11 May 2024 13:59:00 GMT","5"
"Pablo Pinheiro Ribeiro","https://github.com/Pablopinheiroo/storytelling_inclusivo_DandoVozATodasAsCriancas","Imagine um mundo onde todas as crianças, independentemente de suas habilidades, podem se conectar com a magia das histórias. O Storytelling Inclusivo utiliza a API do Google Gemini para oferecer audiolivros personalizados, enriquecidos com recursos de acessibilidade. Criando uma experiência imersiva e envolvente, o projeto desperta o interesse das crianças pela leitura, com reconhecimento de imagens e síntese de voz expressiva, permitindo que escolham suas imagens favoritas e mergulhem em narrativas cativantes, dando vida aos personagens e cenários.","Sat, 11 May 2024 14:00:00 GMT","2"
"Luis Dias","https://github.com/ocontrolador/hater-python","Uma IA, ranzinza e sarcástica, que é hater de programadores de linguagens como Python e PHP","Sat, 11 May 2024 14:00:00 GMT","16"
"Ladiomar José Nguele Joaquim","https://github.com/LadiomarJoaquim/Projecto-imers-o-AI/blob/main/%5BImers%C3%A3o_IA_2%C2%AA_edi%C3%A7%C3%A3o%5D_C%C3%B3digo_Aula_04.ipynb","O projeto consiste na criação de um chatbox com o objetivo de disponibilizar de forma dinâmica e acessível o estatuto orgânico de uma Instituição de Ensino Superior (IES). Através do chatbox, os usuários poderão interagir com o conteúdo do estatuto orgânico, buscando informações específicas de forma rápida e eficiente. Utilizando a API do Google Gemini, é possível criar embeddings de texto para realizar buscas semânticas no estatuto orgânico, facilitando a navegação e a localização de informações relevantes.","Sat, 11 May 2024 14:02:00 GMT","4"
"Wagner dos Santos Nunes","https://github.com/Kagrel/Primeiro_LLM/blob/main/Jogo_Black_Sitories.ipynb","Uma versão automatizada do classico jogo de enigmas Black Stories","Sat, 11 May 2024 14:06:00 GMT","3"
"João Victor Batista da Conceição","https://github.com/jvictorbc18/chatbot_imersao_ia","Chatbot Imersão IA # Sistema de Gerenciamento de Crianças Desaparecidas. Apesar de todo o cuidado dos pais, infelizmente, um descuido pode fazer com que seu filho/filha se perca de vista. Este é um chatbot simples que pode ajudar um estabelecimento (parque de diversão, parque aquático, etc) a espalhar rapidamente as informações referentes a uma criança desaparecida. Consiste em um script em python que gerencia um banco de dados local para crianças desaparecidas. Permite ao usuário adicionar novos registros, pesquisar crianças desaparecidas no banco de dados e gerar alertas para a mesma. (OBS.: É uma versão muito básica sem acesso a dados oficiais ou conexão com API de mensagem de texto. O objetivo deste projeto é apenas demonstrar seu uso, podendo ser expandido sua funcionalidade posteriormente). ## Funcionalidades Recupera e exibe detalhes cadastrados através do nome de uma criança; Adiciona um novo registro para criança desaparecida no banco de dados, disponível para consulta posteriormente; *Gera u","Sat, 11 May 2024 14:07:00 GMT","3"
"Danilo Ribeiro Catroli da Silva","https://github.com/D53261/imersao_alura_ia/blob/main/Projeto_imersao_ia_alura.ipynb","Trata-se de um projeto com programação simples que tem 3 funções prmordiais, criar plano de estudos de acordo com seu tempo, ter um assistente para cada matéria cobrada em grandes concursos e ter um gerador de questões para cada matéria, um programa muito requisitado por jovens que querem estudar para os vestibulares, enem ou qualquer concurso que forem fazer","Sat, 11 May 2024 14:09:00 GMT","13"
"Bruno Cesar Alves Castro","https://github.com/brunocastro/plant_ai","Plant_AI: O Chatbot pra quem tem paixão por plantas, mas não tem dedo verde! ","Sat, 11 May 2024 14:11:00 GMT","22"
"Dilermando Neto","https://github.com/D-NET0/guIA_tour/","guIAtour é um planejador de viagens inteligente que utiliza a inteligência artificial do Google para criar roteiros personalizados de acordo com as suas preferências. Responda a algumas perguntas e o guIAtour gera um itinerário completo e pronto para usar, economizando seu tempo e energia, ao mesmo tempo em que garante uma experiência de viagem única e inesquecível.","Sat, 11 May 2024 14:12:00 GMT","31"
"Jorge Francisco","https://github.com/jcutigi/chatbot_ConverseComSeuLivro","Cansado de ficar revirando páginas em busca de respostas? Ler livro é chato? Não tem paciência? Estudar e ficar procurando os conteúdos é uma tarefa custosa pra você? Apresento o Chatbot Converse com seu Livro seu assistente virtual para conversar com qualquer livro. Faça perguntas, responda perguntas e interaja com o livro que você está lendo/estudando. Com o Converse com seu Livro, você pode: Conversar com o livro como se estivesse em um bate-papo; Tirar dúvidas sobre o conteúdo sem precisar reler parágrafos inteiros; Aprofundar seus conhecimentos de forma interativa e divertida; Aprender de forma inovadora e personalizada. Chega de perder tempo! O Converse com seu Livro está aqui para te ajudar a conquistar seus objetivos de aprendizado. Importante: Como exemplo, o livro utilizado foi Engenharia de Software Moderna, do professor Marco Tulio Valente, que pode ser acessado gratuitamente no link a seguir: https://engsoftmoderna.info/. O livro é excelente e altamente recomendável. Os embeddings gerados","Sat, 11 May 2024 14:13:00 GMT","6"
"ANDRE GUSTAVO ANCETE","https://github.com/andreancete/alura-gemini","Meu amigo virtual","Sat, 11 May 2024 14:18:00 GMT","3"
"Rodrigo Sponchiado de Menezes Chad","https://github.com/rodrigochad04/Projeto_Imersao/blob/main/Cria%C3%A7%C3%A3o_An%C3%A1lise_Musical.ipynb","Projeto Imersão: Criação e Análise Musical","Sat, 11 May 2024 14:18:00 GMT","35"
"José Garcia de Souza junior","https://github.com/joseGarcia777a/Sistema-de-Busca-Sem-ntica-com-Google-Generative-AI/tree/troca_oleo","Sistema que informa qual é o óleo ideal para seu carro","Sat, 11 May 2024 14:19:00 GMT","3"
"Guilherme Csorgo Henriques","https://github.com/csorgod/ColorIn","Estima-se que 1 em cada 12 homens e 1 em cada 200 mulheres possui algum grau de daltonismo. No Brasil, cerca de 16 milhões de pessoas sofrem com a dificuldade em enxergar cores. Essa condição genética pode se encontrar em três diferentes tipos: deuteranopia (cegueira ao verde), afetando cerca de 4,5% da população masculina e 0,2% da população feminina, a protanopia (cegueira ao vermelho) é menos comum, afetando cerca de 1% da população masculina e 0,05% da população feminina. A acromatopsia (cegueira total à cor) é a forma mais rara, afetando menos de 0,01% da população. Este projeto criado em cima das APIs do Google Gemini tem como propósito auxiliar pessoas daltônicas a identificar as cores em imagens.","Sat, 11 May 2024 14:19:00 GMT","12"
"Giuliano Ferronato","https://github.com/JucKaFer/ProjetoImersao_JucKa","Assistente Imobiliário","Sat, 11 May 2024 14:21:00 GMT","8"
"Igor Viana Andrade","https://github.com/igorvianaandrade/Alura_IIA_2aEdicao/","Positividade(Chatbot motivacional): Chatbots podem ser programados para usar linguagem positiva e encorajadora ao interagir com os usuários.","Sat, 11 May 2024 14:22:00 GMT","3"
"Marcelo Pires Santana","https://github.com/MarceloPires1970/Projeto_Imersao_Final_Marcelo_Pires/blob/main/chatbot_ajuda_necessitados.ipynb","Transforme sua vontade de ajudar em ação!  Apresento o chatbot com informação de COMO AJUDAR OS NECESSITADOS, um guia para fazer a diferença na vida de quem precisa.  Imagine saber exatamente como ajudar ao próximo. Criei um chatbot justamente com respostas para isso. Com o AJUDA AOS NECESSITADOS você: • Descobre formas práticas de ajudar, seja com doações, trabalho voluntário ou outras iniciativas. • Recebe orientação personalizada para a causa que te toca o seu coração.  AJUDA AOS NECESSITADOS: Transforme sua vontade de ajudar em ação! Acesse, teste e vote nele se você gostou.","Sat, 11 May 2024 14:25:00 GMT","6"
"Renan de Souza Aquino","https://github.com/renansouza12/GemChat-","Um simples chatbot usando Google\'s Gemini 1.5 Pro model","Sat, 11 May 2024 14:27:00 GMT","3"
"Carlos Henrique Santos Pazini","https://github.com/Carlospazini18/aluraChatbot/blob/2fd8bc0ad494b89c95048351dc94bbacdb590f17/meubot.ipynb","Um projeto para realizar pesquisas em uma base de dados e me retornar informações baseada nas minhas perguntas","Sat, 11 May 2024 14:28:00 GMT","2"
"Leonardo Nogueria","https://github.com/nognor/Desafio_imersao","Criar uma pagina com resumo das Noticias sobre o Rio Grande do Sul","Sat, 11 May 2024 14:30:00 GMT","2"
"Breno Henrique de Souza","https://github.com/bhsouza/AcessibilizAI","O projeto serve para dar uma ajuda em um ponto que muitos, principalmente no inicio dos estudos, e fazendo projetos acabam deixando de lado, porém é um assunto muito importante: a acessibilidade. Com isso desenvolvi um site que você envia um HTML e utilizando a API Key do Google AI Studo, explica pontos importantes sobre o código e propõe uma versão melhorada do código. Site: https://acessibiliz-ai1.vercel.app/","Sat, 11 May 2024 14:32:00 GMT","8"
"Erik Teixeira Barbosa","https://github.com/ErikTeixeira/projeto_ia.git","Conheça o ChefBot, seu assistente de planejamento de refeições! Este projeto é um chatbot chamado ChefBot que vai te ajudar a criar cardápios deliciosos e saudáveis para a semana toda. É como ter um ajudante de cozinha virtual! Como funciona? Você conversa com o ChefBot através de chat. Ele te pergunta sobre suas preferências alimentares e quantas refeições você precisa planejar por dia. Com base nas suas respostas, o ChefBot te sugere opções de refeições balanceadas e gostosas. Vantagens de usar o ChefBot: Economiza tempo: Não precisa ficar quebrando a cabeça pensando em receitas. Alimentação saudável: O ChefBot te ajuda a montar cardápios balanceados. Variedade: Diga adeus ao marmitex repetitivo! Fácil de usar: É só conversar com o chatbot! Para experimentar o ChefBot: no link do meu github.","Sat, 11 May 2024 14:32:00 GMT","16"
"Alléxia","https://github.com/allexia1/desafio-imersao-ia","Chatbot para Plano de Negócios com API Gemini Descrição: Este projeto Python utiliza a API Gemini para criar um chatbot que auxilia na elaboração de um plano de negócios, respondendo perguntas sobre mercado, produtos, marketing, finanças e mais.","Sat, 11 May 2024 14:32:00 GMT","3"
"Rafael Sodré de Oliveira","https://github.com/Cavafa27/FEC-Free_Essay_Corrector","Corretor automatizado de redações para vestibulares, parametrizado de acordo com as orientações do MEC","Sat, 11 May 2024 10:12:00 GMT","19"
"Marcos William da Silva Oliveira","https://github.com/MWSOliveira/Projeto_ImersaoIA","Neste projeto você vai experimentar um assistente de vestuário com objetivo de auxiliar o público em geral, mas principalmente pessoas com baixa visão, cegas ou até com alterações na interpretação de cores, como daltonismo. Esse assistente é um chatbot que recebe como primeira entrada o endereço de uma imagem digital e responde com uma descrição considerando suas cores, modelo, estilo, gênero e idade indicativa, mas também sugerindo utilização conforme clima. Em seguida, pode-se interagir com o chat pedindo conselhos sobre o uso da peça e sugestões de combinação com acessórios. Ou então, pode-se iniciar uma nova descrição inserindo novo endereço de imagem.","Sat, 11 May 2024 10:48:00 GMT","4"
"Gustavo Henrique Pereira","https://github.com/ogustavohp/ainsight","Apresento o AInsight, meu projeto desenvolvido durante a segunda Imersão de Inteligência Artificial da Alura em colaboração com o Google!  O AInsight é uma aplicação que utiliza tecnologias de IA para simplificar o estudo, agilizar o consumo de conteúdo e facilitar a criação online. Com essa aplicação, resolvi três problemas distintos. Inicialmente, meu objetivo era otimizar meu estudo. Agora, posso enviar aulas extensas para o programa e solicitar explicações específicas sobre partes que não compreendi ou até mesmo gerar questões para testar meu conhecimento. Em segundo lugar, buscava agilizar minha rotina, especialmente ao assistir vídeos online. Agora, ao enviar o link de um vídeo para a aplicação, ela extrai a legenda e a utiliza para resumir o conteúdo, economizando meu tempo. Por fim, almejava simplificar a criação de conteúdo para internet. Com esta aplicação, posso fazer upload de vídeos e solicitar a geração automática de transcrições, descrições e até mesmo títulos, facilitando o processo de pu","Sat, 11 May 2024 10:58:00 GMT","20"
"Jose Garcia de Souza Junior","https://github.com/joseGarcia777a/Sistema-de-Busca-Sem-ntica-com-Google-Generative-AI/blob/troca_oleo/main.py","o sistema verifica qual e o oleo ideal para seu carro em uma troca de óleo preventiva","Sat, 11 May 2024 11:01:00 GMT","2"
"Stefanny Maximo","https://github.com/stefannymaximo/auxilio_desastres_imers-o_IA_A4","IA em momentos de crise: apoio acessível e seguro Em momentos de crise, como desastres naturais ou eventos traumáticos, o acesso a apoio e informação pode ser crucial. Um projeto que utiliza a inteligência artificial (IA) para oferecer suporte de forma personalizada, acessível e segura para quem mais precisa. Adaptação às necessidades: A plataforma se ajusta às deficiências visuais e auditivas do usuário. Leitura em voz alta para deficientes visuais. Transcrição em tempo real para deficientes auditivos.","Sat, 11 May 2024 11:07:00 GMT","3"
"Luis Henrique dos Santos","https://github.com/lhsluis/TranscreveAudio/","A idéia é utilizar o Gemini para transcrever áudios, principalmente os do whatsapp, futuramente quero incluir isso em um chatbot automatizado (seja no próprio whatsapp ou no telegram) onde o usuário envia o áudio e ele é devolvido transcrito. O Arquivo .waptt.opus é o arquivo gerado pelo whatsapp ao salvar um áudio recebido, o arquivo no projeto foi enviado via whatsapp e salvo para ser utilizado como exemplo. A API é capaz de transcrever basicamente qualquer formato de áudio (.mp3, .m4a, wav etc.). Durante meus testes notei que em caso de áudios muito longos ou arquivos muito grandes via colab vamos receber um erro de timeout","Sat, 11 May 2024 11:08:00 GMT","4"
"Fabio Duarte","https://github.com/follx/AI_Impostor","Nesse projeto, vemos dois chat-bots interagindo um com o outro: um impostor e um detetive. O impostor tenta se passar por ser humano e o detetive tenta revelar que na verdade esse impostor é uma IA. Esse projeto revela, tanto nas perguntas quanto nas respostas, como a IA pensa sobre seres humanos","Sat, 11 May 2024 11:17:00 GMT","3"
"Arthur Schwartz Neto","https://github.com/Arthur-Schwartz-Neto/Preparat-rio-para-Vestibular.git","Este código tem por objetivo preparar alunos para o vetibular sugerindo questóes e fazendo correções e explicações conforme as respostas dadas.","Sat, 11 May 2024 11:21:00 GMT","1"
"Breno Alencar Vieira","https://github.com/BrenoAV/ChatBot_Pizzaria_Super_Legal/tree/main","O ChatBot Pizzaria Super Legal  é um ChatBot que irá auxiliar o atendente a fazer um resumo dos pedidos realizado por clientes da pizzaria, agilizando o processo como todo. Para isso conta com um sistema de texto e áudio, onde é possível fornecer um áudio informando seu pedido e a IA irá traduzir para texto e enviar para o atendente.","Sat, 11 May 2024 11:29:00 GMT","5"
"Lucas Souza","https://github.com/lucas1z/Projeto_GuardIAn_ImersaoIA/tree/main","GuardIAn: Sua Defesa Digital Pessoal! Navegue com segurança e confiança no mundo online! O Guardian simplifica a proteção digital, oferecendo explicações claras, criando senhas invulneráveis e verificando links seguros. Experimente agora e domine a segurança digital com facilidade!","Sat, 11 May 2024 11:34:00 GMT","1"
"João Paulo Paiva","https://github.com/OLIVEIRA028/Projetos_ALura/blob/main/Chat_Bot__Joao_Paulo_Paiva.ipynb","Neste projeto fiz um passo simples mas bem feito, nele recriei o projeto de chatbot ensinado durante as aulas mas o grande diferencial deste chat bot é que ele é bem lindão. Venha conferir","Sat, 11 May 2024 11:36:00 GMT","2"
"André Marto","https://github.com/andreavenue/gerador_landing_page_ai","Uma plataforma revolucionária que gera copywriting persuasivo para landing pages e transforma a sua copy em código HTML, CSS e JS pronto para usar! Você só precisa ter uma ideia, o resto o IA faz pra você!","Sat, 11 May 2024 11:41:00 GMT","2"
"Maycon Santos Gonçalves","https://github.com/Maycon40/ia_ajudando_autismo","O objetivo principal deste projeto é utilizar o poder da Inteligência Artificial para disseminar conhecimento sobre o autismo.","Sat, 11 May 2024 11:41:00 GMT","4"
"Artur Fonseca Ferreira","https://github.com/arturferreiradev/language-learning","Este chatbot é o seu melhor professor de idiomas, capaz de simplificar qualquer idioma para você. Quer você seja um iniciante ou queira aprimorar suas habilidades, este bot está aqui para guiá-lo durante o processo.","Sat, 11 May 2024 11:43:00 GMT","5"
"Alex Mansour","https://github.com/alexmansour/alura_project/","Criei uma automação para suprir a demanda de gerar títulos de forma automática para novos artigos de notícias no meu site (www.alexmansour.com). Treinei o sistema com artigos já existentes usando o método de Structured Prompt e desenvolvi um código que solicita ao usuário que insira um texto; em seguida, ele retorna um título baseado no modelo de treinamento.","Sat, 11 May 2024 11:43:00 GMT","4"
"Patricia Reghine Schimanski","https://github.com/PatriciaReghine/Card-pio-IA.git","E se com intenção de diminuir os desperdícios em sua empresa, você pudesse automatizar para que seus colaboradores, registrassem qual o tipo de proteína que eles querem para aquele dia de acordo com as opções disponíveis? Agora isso se tornou possível com esse programa, onde cada colaborador, pode escolher qual a sua opção de proteína para aquele dia, com um cardápio disponível, através de uma numeração, ele escolhe, e é gravado na memória.No final um responsável, pode peça no código uma tabela, na qual você terá acesso, q quantos pedidos foram daquela proteína. O intuito desse programa é evitar que ocorram desperdícios, especialmente em empresas que possuem refeitório, de principal proteína. A ideia partiu da empresa de onde presto serviço, onde por vezes acabam desperdiçados por uma proteína não ser consumida, e em algumas situações a outra chegar a faltar, então me embasei nessa ideia, e com a IA integrada ao código, foi possível criar esse projeto","Sat, 11 May 2024 11:54:00 GMT","7"
"Wiler Antônio do Carmo Jr.","https://github.com/wilerjrxd/yScripterPoweredByGoogleGemini","yScripter - Uma solução que permite aos usuários criar roteiros para vídeos de forma rápida e eficiente utilizando Google Gemini","Sat, 11 May 2024 11:54:00 GMT","11"
"Rodolfo Barbosa Santos","https://github.com/rodolfobsantos/Projeto_ImersaoIA_AluraGoogle-AEye","Já pensou em como as pessoas com deficiência visual podem apreciar uma obra de arte?  Nesse projeto, que batizei de AEye, utilizo a API do Gemini para ser um especialista de arte pronto para dar descrições de obras (pinturas, esculturas, arquitetura) que sejam relevantes para pessoas com deficiência visual! Essa descrição se torna um áudio no qual a pessoa poderá ouvir as informações geradas pela IA! E aí? Mereço seu voto?? =D","Sat, 11 May 2024 12:00:00 GMT","15"
"Jorge Sassaki Resende Silva","https://github.com/JSassaki/library_assistant","Um assistente para bibliotecários que indica a faixa etária recomendada para um determinado livro e dá recomendações de alternativas para estudantes de diversas faixas etárias.","Sat, 11 May 2024 12:09:00 GMT","3"
"Aluísio Leonello Victal","https://github.com/alvictal/easypo","Vote agora e transforme a maneira como as equipes de desenvolvimento de software trabalham! EasyPO é a inovação que você estava esperando para simplificar o processo de criação de histórias de usuário. Imagine nunca mais se preocupar com a ausência de um Product Owner - EasyPO faz tudo isso por você! Com apenas o título desejado, EasyPO gera automaticamente o conteúdo completo de uma história de usuário, seguindo o formato clássico Como [persona], eu [quero], [para que]. Além disso, cada história inclui critérios de aceitação para garantir a qualidade e a conclusão satisfatória do trabalho. O melhor de tudo? EasyPO vai além! Ele divide cada história em subtarefas, classificando-as em quatro áreas essenciais: Frontend, Backend, DevOps e Testes. É simples assim - basta copiar e colar as subtarefas geradas no seu sistema de gestão de atividades e começar a trabalhar de forma mais eficiente. Não perca tempo com processos complicados. Vote agora e leve EasyPO para o próximo nível da sua equipe de desenvolvime","Sat, 11 May 2024 12:17:00 GMT","5"
"Bruno Vaz","https://github.com/bsvaz/atendente_pizzaria","Este projeto cria um chatbot para que aja como um vendedor/atendente para ajudar os clientes nas suas compras. Neste caso em específico o chatbot é um vendedor de pizzas semi-prontas, essa ideia surgiu do fato do meu pai vender pizzas semi-prontas e assim eu poderia usar os dados dele. O chatbot conta com uma integração de 3 modelos. Um modelo generativo é o resposável por agir como o atendente em si, outro modelo generativo é usado para avaliar o prompt do usuário e pensar sobre a necessidade de fazer ou não uma consulta à base de dados, o outro modelo é o embedding responsável pela consulta aos documentos. Esta integração permite que o chatbot crie respostas mais objetivas. A base de dados e o embedding são as partes fundamentais desse projeto para que o chatbot possa responder usando as informações específicas dessa empresa.","Sat, 11 May 2024 12:18:00 GMT","2"
"Alexandre Rodrigues da Silva","https://github.com/alexandrebhte/Imersao_Gemini_Alura/tree/main","Projeto para auxiliar na busca de pessoas desaparecidas","Sat, 11 May 2024 12:18:00 GMT","4"
"Bruno Martins dos Santos","https://github.com/bnomartins/JarvisParaSa-de","O projeto Jarvis para a saúde é um projeto desenvolvido para o desafio da Imersão Alura de IA - Google, onde pode ser utilizado através da interface gráfica ou pela interface conversacional, onde a palavra chave é Jarvis. Alguns exemplos de comando são (Mas com IA Generativa - Gemini permite realizar uma interpretação poderosa da pergunta e do docuemnto): ### :Comandos: - [x] Jarvis o que é cirúrgia segura - [x] Jarvis o que é segurança do paciente - [x] Jarvis o que é protocolo de identificação do paciente - [x] Jarvis o que é protocolo de segurança no uso e administração de medicamentos - [x] Jarvis o que é protocolo de risco de queda - [x] Jarvis o que é protocolo de higienização das mãos - [x] Jarvis o que é protocolo de úlcera por pressão - [x] Jarvis o qual o protocolo responsável por ... - [x] Jarvis como realizar o procedimento seguro seguindo o protocolo identificação do paciente - [x] Jarvis como realizar o procedimento seguro seguindo o protocolo segurança no uso e administração de medicamentos -","Sat, 11 May 2024 12:20:00 GMT","30"
"Rafael Bueno Villela","https://github.com/VillelaR/Projeto_ALURA_IA","Neste projeto foi desenvolvido uma Inteligencia Artificial que foi colocada em um site para atribuir conhecimento para as pessoas (sendo basicamente um gemini), neste projeto usei html, bootstrap, css e python","Sat, 11 May 2024 12:21:00 GMT","3"
"Rafael Rocha","https://github.com/vanrocha/drone-de-resgate","O projeto consiste em uma API para controlar drones de resgate. Com ela, é possível enviar o drone para locais específicos, transmitir mensagens de áudio gravadas (como instruções ou alertas), realizar buscas em áreas usando um padrão espiral e, usando a inteligência artificial do Google, identificar pessoas em imagens aéreas capturadas pelo drone. O objetivo principal é auxiliar em missões de resgate, agilizando a localização de vítimas e otimizando a comunicação em situações de emergência.","Sat, 11 May 2024 12:22:00 GMT","9"
"Ryan Gabriel","https://github.com/RyanGabriel01/FrienAI-Final/blob/main/FrienAI.ipynb","O meu projeto é um ChatBot AI de conversa, o FrienAI, ele vai agir como o seu amigo e vai responder as suas perguntas, o uso e bem simples, esse projeto não é digno de estar aqui por causa da simplicidade dele, porém sou grato por estar nessa Imersão, obrigado ao pessoal da Alura e do Google por dar essa oportunidade a todos aqui presentes, desejo boa sorte a todos os outros projetos, já votei em vários que eu gostei, e confesso da até inveja ver vários projetos incríveis enquanto eu fiz um básico, minha imaginação está péssima recentemente, eu estudo e faço Jovem Aprendiz, entrei para participar e aprender um pouco com vocês, obrigado a todos e desejo um ótimo dia, vejo vocês na Live de encerramento pessoal.","Sat, 11 May 2024 12:24:00 GMT","2"
"Rosemary Inacio de Andrade","https://github.com/RosemaryIA/Projeto_Imersao_IA/tree/2a68bf882dac9a9ac41046efcd2e1b36e3020779","540 mil pequenas empresas estão previstas quebrar entre 2023 e 2025! Visando democratizar o uso e propagar todos os benefícios das tecnologias de ponta para fortalecer as pequenas empresas, criei o chatbot de Pesquisa de Satisfação de Clientes. A assistência do AI_Studio, Gemini e da Luri foi fundamental em todo o ciclo de desenvolvimento do projeto. Desde a ideação, estudo de viabilidade, planejamento, construção do MVP (simulação dos dados de respostas da pesquisa para criar o dataframe e gerar o relatório com o diagnóstico da satisfação dos clientes da WeLovePizza), construção do conteúdo de Marketing na criação da marca da WeLovePizza e divulgação final do projeto para conseguir votos. Vamos democratizar todo o poder da IA e dos dados para impactar positivamente o PIB e a geração de empregos promovidos pelas PME’s. O futuro das PME´s começa agora! Vem conhecer o case da WeLovePizza!","Sat, 11 May 2024 12:27:00 GMT","4"
"Carlos Eduardo Pereira","https://github.com/03CarlosCruz/Projeto-da-Imers-o-Aula-Google/tree/main","O projeto é um simulador de cenários sobre o nosso futuro.","Sat, 11 May 2024 12:36:00 GMT","3"
